date,account_id,service,team,env,cost_usd
2025-01-15,222222222222,RDS,Data,staging,74.38
2025-01-16,111111111111,S3,Data,staging,27.48
2025-01-16,222222222222,S3,Web,prod,35.75
2025-01-16,222222222222,Lambda,Core,prod,10.14
2025-01-16,111111111111,EKS,Web,prod,114.17
2025-01-16,222222222222,EKS,Data,prod,67.95
2025-01-16,111111111111,Lambda,Data,staging,12.85
2025-01-16,333333333333,S3,Web,prod,72.76
2025-01-16,333333333333,Lambda,Data,prod,44.68
2025-01-16,111111111111,RDS,Core,staging,57.21
2025-01-16,111111111111,EC2,Core,prod,475.83
2025-01-17,333333333333,EC2,Data,prod,371.5
2025-01-17,333333333333,Lambda,Core,staging,11.66
2025-01-17,222222222222,EKS,Data,prod,133.65
2025-01-17,333333333333,EC2,Core,staging,180.72
2025-01-17,111111111111,S3,Web,prod,80.2
2025-01-17,111111111111,Lambda,Core,dev,17.02
2025-01-17,111111111111,EKS,Core,staging,80.92
2025-01-17,333333333333,Lambda,Web,prod,25.53
2025-01-17,222222222222,Lambda,Web,dev,7.87
2025-01-18,333333333333,EKS,Core,staging,89.8
2025-01-18,222222222222,EKS,Data,staging,109.55
2025-01-18,333333333333,RDS,Web,prod,88.21
2025-01-18,111111111111,RDS,Data,prod,157.84
2025-01-18,222222222222,S3,Data,prod,75.65
2025-01-18,333333333333,EC2,Core,prod,439.28
2025-01-18,222222222222,S3,Web,prod,54.02
2025-01-18,222222222222,EKS,Data,prod,160.97
2025-01-18,222222222222,EC2,Core,staging,180.41
2025-01-19,333333333333,EC2,Web,prod,366.1
2025-01-19,111111111111,RDS,Data,staging,61.54
2025-01-19,222222222222,Lambda,Web,staging,12.73
2025-01-19,333333333333,S3,Data,prod,82.94
2025-01-19,222222222222,EKS,Core,prod,82.36
2025-01-19,333333333333,EKS,Web,prod,206.82
2025-01-19,222222222222,S3,Web,prod,94.65
2025-01-19,222222222222,Lambda,Web,staging,3.77
2025-01-19,111111111111,EKS,Core,staging,78.71
2025-01-20,111111111111,RDS,Data,prod,151.34
2025-01-20,222222222222,RDS,Data,staging,81.17
2025-01-20,222222222222,RDS,Data,prod,175.83
2025-01-20,111111111111,EKS,Core,staging,89.19
2025-01-20,111111111111,RDS,Core,staging,55.42
2025-01-20,333333333333,EC2,Core,dev,122.39
2025-01-20,111111111111,EC2,Web,prod,425.42
2025-01-21,222222222222,EC2,Web,dev,141.09
2025-01-21,222222222222,RDS,Data,prod,180.47
2025-01-21,333333333333,EC2,Core,dev,85.17
2025-01-21,111111111111,Lambda,Core,dev,-0.16
2025-01-21,333333333333,EKS,Data,dev,68.24
2025-01-21,111111111111,EC2,Web,staging,160.92
2025-01-21,333333333333,S3,Core,staging,30.6
2025-01-22,333333333333,Lambda,Core,staging,11.64
2025-01-22,333333333333,EC2,Data,prod,454.19
2025-01-22,333333333333,RDS,Core,prod,53.7
2025-01-22,222222222222,EC2,Data,staging,195.47
2025-01-22,111111111111,EKS,Data,prod,198.14
2025-01-22,222222222222,S3,Data,prod,72.91
2025-01-22,333333333333,RDS,Web,staging,48.08
2025-01-22,333333333333,EKS,Data,prod,171.51
2025-01-23,222222222222,RDS,Core,staging,57.95
2025-01-23,111111111111,RDS,Data,prod,153.92
2025-01-23,222222222222,Lambda,Web,staging,15.83
2025-01-23,222222222222,EC2,Data,staging,162.92
2025-01-23,111111111111,EKS,Core,prod,146.97
2025-01-23,222222222222,RDS,Data,dev,36.53
2025-01-23,333333333333,RDS,Web,prod,128.1
2025-01-23,111111111111,EC2,Core,staging,161.11
2025-01-23,222222222222,Lambda,Core,staging,20.27
2025-01-23,333333333333,EKS,Data,staging,85.86
2025-01-24,222222222222,S3,Data,staging,55.3
2025-01-24,222222222222,Lambda,Data,prod,49.16
2025-01-24,333333333333,RDS,Data,dev,18.13
2025-01-24,333333333333,RDS,Data,staging,80.4
2025-01-24,222222222222,RDS,Data,prod,133.71
2025-01-24,333333333333,S3,Data,prod,37.94
2025-01-25,333333333333,S3,Core,prod,41.62
2025-01-25,222222222222,RDS,Web,prod,137.38
2025-01-25,333333333333,Lambda,Data,dev,-2.97
2025-01-25,111111111111,RDS,Core,prod,51.13
2025-01-25,222222222222,EC2,Web,prod,355.37
2025-01-25,222222222222,EC2,Core,prod,423.22
2025-01-25,333333333333,S3,Web,staging,49.44
2025-01-25,222222222222,EC2,Core,prod,406.17
2025-01-25,222222222222,EKS,Data,prod,144.39
2025-01-25,111111111111,RDS,Data,prod,141.47
2025-01-26,222222222222,EKS,Core,prod,168.72
2025-01-26,333333333333,EC2,Core,prod,379.58
2025-01-26,333333333333,RDS,Core,dev,7.69
2025-01-26,111111111111,Lambda,Data,prod,-8.49
2025-01-26,333333333333,S3,Web,prod,72.43
2025-01-26,222222222222,RDS,Web,dev,35.02
2025-01-27,333333333333,Lambda,Core,prod,46.51
2025-01-27,333333333333,EC2,Core,prod,386.68
2025-01-27,222222222222,EC2,Core,prod,378.83
2025-01-27,333333333333,EC2,Core,prod,332.49
2025-01-27,222222222222,Lambda,Data,prod,13.25
2025-01-27,111111111111,RDS,Web,prod,157.87
2025-01-27,222222222222,EC2,Web,prod,300.21
2025-01-27,222222222222,Lambda,Web,staging,11.09
2025-01-28,222222222222,EC2,Web,prod,357.49
2025-01-28,111111111111,RDS,Core,prod,143.01
2025-01-28,111111111111,RDS,Web,staging,43.43
2025-01-28,333333333333,RDS,Data,prod,103.79
2025-01-28,333333333333,RDS,Web,prod,116.95
2025-01-28,222222222222,Lambda,Web,prod,39.18
2025-01-28,111111111111,Lambda,Core,dev,-5.34
2025-01-29,333333333333,RDS,Core,prod,149.36
2025-01-29,333333333333,Lambda,Web,dev,13.91
2025-01-29,333333333333,RDS,Web,prod,118.86
2025-01-29,111111111111,EKS,Web,staging,130.64
2025-01-29,222222222222,S3,Web,prod,82.67
2025-01-29,222222222222,EC2,Data,prod,437.81
2025-01-29,222222222222,RDS,Web,prod,129.79
2025-01-29,111111111111,RDS,Data,staging,58.04
2025-01-30,333333333333,EKS,Web,prod,69.83
2025-01-30,111111111111,RDS,Data,prod,82.81
2025-01-30,222222222222,Lambda,Core,staging,26.53
2025-01-30,333333333333,EKS,Data,prod,186.54
2025-01-30,333333333333,RDS,Web,staging,61.96
2025-01-30,333333333333,EKS,Core,prod,140.11
2025-01-30,333333333333,S3,Data,prod,89.67
2025-01-30,333333333333,EKS,Core,prod,183.42
2025-01-31,111111111111,S3,Data,prod,100.91
2025-01-31,333333333333,EKS,Core,prod,170.39
2025-01-31,111111111111,EKS,Core,prod,158.31
2025-01-31,111111111111,EKS,Web,prod,146.37
2025-01-31,333333333333,RDS,Data,staging,51.75
2025-01-31,222222222222,S3,Data,prod,68.29
2025-01-31,222222222222,S3,Web,prod,104.64
2025-01-31,111111111111,EC2,Data,staging,185.04
2025-01-31,222222222222,RDS,Web,prod,118.22
2025-01-31,111111111111,RDS,Web,prod,62.37
2025-02-01,333333333333,EKS,Core,prod,58.41
2025-02-01,222222222222,RDS,Data,prod,168.08
2025-02-01,333333333333,EKS,Data,dev,24.35
2025-02-01,111111111111,S3,Web,prod,16.36
2025-02-01,222222222222,EC2,Data,staging,266.09
2025-02-01,333333333333,EKS,Data,dev,42.01
2025-02-01,333333333333,S3,Data,dev,12.26
2025-02-01,111111111111,Lambda,Web,prod,25.31
2025-02-01,111111111111,EKS,Core,prod,184.39
2025-02-01,222222222222,EC2,Web,prod,414.59
2025-02-02,111111111111,EKS,Data,prod,198.94
2025-02-02,333333333333,EKS,Web,prod,104.09
2025-02-02,222222222222,Lambda,Data,dev,9.98
2025-02-02,333333333333,EKS,Web,prod,202.61
2025-02-02,111111111111,S3,Web,staging,55.6
2025-02-02,222222222222,S3,Web,prod,97.68
2025-02-02,111111111111,EC2,Data,prod,350.76
2025-02-03,111111111111,EC2,Data,staging,180.16
2025-02-03,222222222222,RDS,Data,prod,78.13
2025-02-03,111111111111,Lambda,Data,prod,28.79
2025-02-03,111111111111,S3,Core,prod,25.82
2025-02-03,222222222222,Lambda,Web,prod,1.53
2025-02-03,333333333333,S3,Core,prod,83.52
2025-02-03,222222222222,EKS,Data,staging,68.66
2025-02-03,222222222222,RDS,Web,prod,118.03
2025-02-04,222222222222,RDS,Web,prod,146.51
2025-02-04,222222222222,RDS,Data,staging,70.23
2025-02-04,111111111111,EKS,Data,prod,178.14
2025-02-04,222222222222,Lambda,Data,prod,21.67
2025-02-04,333333333333,RDS,Core,dev,20.96
2025-02-04,333333333333,EKS,Data,prod,93.11
2025-02-05,333333333333,EKS,Data,staging,76.26
2025-02-05,111111111111,Lambda,Data,prod,19.39
2025-02-05,111111111111,Lambda,Data,staging,22.92
2025-02-05,333333333333,S3,Web,prod,71.58
2025-02-05,333333333333,EC2,Data,staging,207.96
2025-02-05,111111111111,Lambda,Data,staging,4.72
2025-02-06,222222222222,RDS,Web,prod,120.66
2025-02-06,111111111111,S3,Web,dev,13.5
2025-02-06,222222222222,Lambda,Web,dev,21.49
2025-02-06,111111111111,RDS,Data,dev,36.63
2025-02-06,222222222222,RDS,Core,prod,38.45
2025-02-06,111111111111,S3,Core,staging,28.49
2025-02-07,333333333333,RDS,Core,staging,86.69
2025-02-07,111111111111,RDS,Web,prod,78.0
2025-02-07,222222222222,RDS,Web,prod,139.95
2025-02-07,333333333333,RDS,Core,staging,43.66
2025-02-07,222222222222,EC2,Web,dev,133.57
2025-02-07,333333333333,RDS,Web,prod,78.18
2025-02-07,111111111111,EKS,Web,prod,135.68
2025-02-07,222222222222,EC2,Core,prod,380.3
2025-02-07,111111111111,RDS,Data,prod,130.84
2025-02-08,333333333333,S3,Data,prod,100.47
2025-02-08,333333333333,Lambda,Data,prod,22.96
2025-02-08,333333333333,S3,Data,staging,51.21
2025-02-08,222222222222,Lambda,Data,dev,6.75
2025-02-08,222222222222,EC2,Web,prod,319.82
2025-02-08,222222222222,EKS,Core,staging,50.1
2025-02-08,111111111111,RDS,Web,dev,18.48
2025-02-09,111111111111,EKS,Data,prod,180.49
2025-02-09,111111111111,EKS,Core,staging,74.33
2025-02-09,333333333333,Lambda,Core,prod,20.85
2025-02-09,222222222222,S3,Core,staging,37.73
2025-02-09,111111111111,EC2,Web,prod,404.0
2025-02-09,111111111111,S3,Data,staging,46.78
2025-02-09,333333333333,EC2,Data,staging,139.48
2025-02-09,111111111111,S3,Web,prod,132.61
2025-02-10,111111111111,EC2,Core,prod,340.19
2025-02-10,111111111111,Lambda,Data,prod,19.61
2025-02-10,222222222222,EC2,Core,staging,175.4
2025-02-10,333333333333,EC2,Web,prod,418.97
2025-02-10,222222222222,RDS,Web,prod,80.76
2025-02-10,222222222222,Lambda,Core,dev,15.03
2025-02-10,111111111111,Lambda,Data,prod,20.49
2025-02-11,111111111111,EKS,Data,prod,160.76
2025-02-11,111111111111,EKS,Web,dev,43.85
2025-02-11,111111111111,EC2,Data,prod,489.48
2025-02-11,111111111111,S3,Data,prod,104.53
2025-02-11,333333333333,Lambda,Web,prod,33.43
2025-02-11,333333333333,Lambda,Data,prod,17.73
2025-02-12,222222222222,EC2,Web,prod,450.16
2025-02-12,333333333333,Lambda,Web,staging,3.9
2025-02-12,222222222222,EKS,Core,prod,111.16
2025-02-12,222222222222,EKS,Data,staging,59.72
2025-02-12,222222222222,EKS,Data,staging,46.54
2025-02-12,222222222222,S3,Web,dev,0.35
2025-02-12,111111111111,EC2,Core,prod,429.27
2025-02-12,111111111111,RDS,Core,prod,88.05
2025-02-12,333333333333,Lambda,Web,prod,36.15
2025-02-12,111111111111,EKS,Data,dev,76.95
2025-02-13,333333333333,EC2,Data,prod,401.93
2025-02-13,222222222222,EC2,Web,prod,434.01
2025-02-13,111111111111,EKS,Core,staging,95.86
2025-02-13,222222222222,Lambda,Data,prod,16.81
2025-02-13,222222222222,Lambda,Core,staging,28.44
2025-02-13,333333333333,Lambda,Web,staging,6.81
2025-02-13,333333333333,EC2,Web,dev,117.69
2025-02-13,333333333333,RDS,Core,prod,130.55
2025-02-13,333333333333,RDS,Data,prod,88.94
2025-02-14,111111111111,Lambda,Web,prod,-5.91
2025-02-14,111111111111,EC2,Core,staging,160.94
2025-02-14,111111111111,EKS,Data,prod,192.56
2025-02-14,111111111111,RDS,Data,staging,44.08
2025-02-14,333333333333,Lambda,Core,dev,2.84
2025-02-14,111111111111,S3,Web,prod,66.26
2025-02-14,111111111111,RDS,Data,staging,61.86
2025-02-15,333333333333,EKS,Data,prod,155.07
2025-02-15,333333333333,EC2,Data,prod,317.8
2025-02-15,222222222222,Lambda,Data,prod,13.17
2025-02-15,222222222222,EC2,Core,prod,291.68
2025-02-15,333333333333,EC2,Core,prod,350.76
2025-02-15,111111111111,S3,Data,prod,87.1
2025-02-15,111111111111,EC2,Data,staging,109.6
2025-02-15,111111111111,S3,Data,prod,73.23
2025-02-15,111111111111,Lambda,Web,staging,20.05
2025-02-16,111111111111,EKS,Web,prod,95.44
2025-02-16,111111111111,EKS,Core,staging,84.42
2025-02-16,333333333333,EKS,Web,prod,170.45
2025-02-16,333333333333,EKS,Data,prod,162.39
2025-02-16,111111111111,RDS,Core,staging,78.12
2025-02-16,333333333333,EKS,Web,dev,7.58
2025-02-16,111111111111,EKS,Core,prod,199.57
2025-02-16,333333333333,EKS,Web,prod,94.3
2025-02-17,333333333333,RDS,Core,prod,130.42
2025-02-17,111111111111,EC2,Web,prod,491.99
2025-02-17,333333333333,Lambda,Core,dev,-0.76
2025-02-17,222222222222,RDS,Web,dev,33.71
2025-02-17,333333333333,S3,Core,prod,76.09
2025-02-17,222222222222,S3,Core,prod,124.79
2025-02-17,333333333333,EC2,Core,dev,104.26
2025-02-17,333333333333,EKS,Data,staging,91.33
2025-02-18,222222222222,Lambda,Web,prod,42.58
2025-02-18,333333333333,RDS,Web,prod,147.3
2025-02-18,222222222222,EC2,Data,prod,386.18
2025-02-18,222222222222,RDS,Web,prod,118.06
2025-02-18,333333333333,EC2,Data,prod,316.66
2025-02-18,111111111111,EC2,Data,staging,252.74
2025-02-18,111111111111,EC2,Web,prod,406.12
2025-02-18,222222222222,EKS,Web,prod,152.1
2025-02-18,333333333333,EC2,Data,dev,97.49
2025-02-18,333333333333,S3,Data,prod,70.79
2025-02-19,111111111111,EC2,Data,prod,376.29
2025-02-19,222222222222,EC2,Web,prod,495.01
2025-02-19,111111111111,S3,Web,prod,82.22
2025-02-19,222222222222,Lambda,Web,prod,23.82
2025-02-19,222222222222,RDS,Data,prod,86.32
2025-02-19,222222222222,Lambda,Core,staging,-1.23
2025-02-19,333333333333,RDS,Core,prod,138.47
2025-02-19,333333333333,EKS,Data,prod,77.55
2025-02-19,333333333333,Lambda,Core,prod,43.43
2025-02-19,333333333333,S3,Data,prod,100.83
2025-02-20,111111111111,Lambda,Web,dev,-3.7
2025-02-20,222222222222,Lambda,Data,prod,31.48
2025-02-20,222222222222,S3,Web,staging,61.67
2025-02-20,333333333333,Lambda,Core,prod,13.72
2025-02-20,222222222222,Lambda,Data,prod,23.55
2025-02-20,222222222222,S3,Core,prod,71.34
2025-02-20,222222222222,S3,Core,dev,21.49
2025-02-20,111111111111,EC2,Data,staging,173.65
2025-02-20,111111111111,Lambda,Web,staging,12.44
2025-02-21,111111111111,RDS,Web,prod,119.08
2025-02-21,222222222222,S3,Core,prod,81.88
2025-02-21,333333333333,Lambda,Core,staging,-10.24
2025-02-21,111111111111,EKS,Data,staging,38.0
2025-02-21,111111111111,EKS,Web,prod,150.3
2025-02-21,333333333333,EKS,Core,prod,177.18
2025-02-21,222222222222,EKS,Core,prod,178.33
2025-02-21,333333333333,EKS,Data,staging,49.41
2025-02-21,222222222222,Lambda,Web,prod,10.32
2025-02-21,111111111111,S3,Web,prod,84.89
2025-02-22,111111111111,EKS,Data,prod,220.81
2025-02-22,111111111111,Lambda,Core,prod,44.34
2025-02-22,111111111111,RDS,Data,dev,51.04
2025-02-22,111111111111,EKS,Core,dev,49.5
2025-02-22,111111111111,EKS,Data,dev,89.96
2025-02-22,222222222222,EC2,Data,prod,345.32
2025-02-22,111111111111,EKS,Core,prod,131.61
2025-02-22,111111111111,RDS,Core,staging,73.88
2025-02-23,111111111111,S3,Core,prod,85.68
2025-02-23,222222222222,S3,Web,prod,90.13
2025-02-23,333333333333,EC2,Core,prod,269.11
2025-02-23,111111111111,S3,Web,dev,6.57
2025-02-23,333333333333,Lambda,Data,prod,25.09
2025-02-23,222222222222,S3,Data,prod,72.78
2025-02-23,111111111111,EKS,Web,staging,44.9
2025-02-23,222222222222,EC2,Core,staging,172.08
2025-02-24,333333333333,Lambda,Core,prod,19.73
2025-02-24,333333333333,S3,Web,prod,94.99
2025-02-24,222222222222,EC2,Web,prod,250.81
2025-02-24,333333333333,EKS,Core,staging,72.99
2025-02-24,111111111111,Lambda,Data,prod,23.74
2025-02-24,333333333333,Lambda,Web,staging,21.21
2025-02-24,333333333333,Lambda,Core,prod,4.51
2025-02-24,222222222222,EC2,Web,prod,316.71
2025-02-24,222222222222,RDS,Web,prod,153.9
2025-02-25,222222222222,S3,Web,staging,1.35
2025-02-25,111111111111,Lambda,Web,staging,3.87
2025-02-25,111111111111,EC2,Data,prod,355.81
2025-02-25,333333333333,S3,Web,prod,82.16
2025-02-25,333333333333,EKS,Web,prod,116.06
2025-02-25,111111111111,EC2,Web,staging,192.08
2025-02-26,111111111111,RDS,Core,prod,132.51
2025-02-26,111111111111,EC2,Data,dev,124.05
2025-02-26,333333333333,EKS,Web,prod,141.59
2025-02-26,111111111111,S3,Data,prod,65.28
2025-02-26,111111111111,RDS,Data,prod,113.49
2025-02-26,222222222222,EKS,Data,staging,63.14
2025-02-26,222222222222,RDS,Core,prod,131.69
2025-02-26,222222222222,RDS,Web,prod,158.88
2025-02-26,111111111111,EKS,Core,prod,211.69
2025-02-27,333333333333,RDS,Data,prod,145.86
2025-02-27,222222222222,RDS,Data,prod,103.53
2025-02-27,333333333333,EKS,Core,staging,72.81
2025-02-27,222222222222,EKS,Core,staging,86.73
2025-02-27,222222222222,Lambda,Data,prod,26.61
2025-02-27,111111111111,EC2,Web,prod,366.67
2025-02-27,222222222222,Lambda,Web,staging,16.12
2025-02-28,111111111111,Lambda,Web,staging,31.51
2025-02-28,111111111111,S3,Core,prod,90.91
2025-02-28,333333333333,RDS,Data,prod,84.77
2025-02-28,333333333333,EC2,Web,prod,443.35
2025-02-28,222222222222,RDS,Data,prod,133.44
2025-02-28,111111111111,Lambda,Core,prod,39.51
2025-03-01,222222222222,RDS,Core,dev,35.76
2025-03-01,111111111111,S3,Data,prod,63.27
2025-03-01,333333333333,EC2,Data,staging,172.3
2025-03-01,333333333333,EKS,Core,dev,27.93
2025-03-01,222222222222,EKS,Core,prod,159.8
2025-03-01,111111111111,EKS,Core,dev,47.42
2025-03-01,222222222222,EC2,Web,dev,123.23
2025-03-01,222222222222,RDS,Web,prod,123.21
2025-03-01,333333333333,RDS,Data,staging,85.3
2025-03-02,222222222222,Lambda,Core,prod,14.1
2025-03-02,111111111111,S3,Core,staging,28.73
2025-03-02,111111111111,RDS,Web,prod,106.39
2025-03-02,222222222222,Lambda,Core,prod,34.52
2025-03-02,111111111111,EC2,Data,prod,362.18
2025-03-02,333333333333,EKS,Web,prod,163.86
2025-03-02,222222222222,Lambda,Core,prod,6.67
2025-03-03,333333333333,EC2,Data,prod,442.98
2025-03-03,333333333333,RDS,Core,dev,26.8
2025-03-03,333333333333,Lambda,Core,staging,2.57
2025-03-03,111111111111,EKS,Web,dev,53.64
2025-03-03,111111111111,EC2,Web,prod,407.52
2025-03-03,111111111111,S3,Data,dev,18.22
2025-03-03,111111111111,RDS,Web,dev,29.41
2025-03-03,111111111111,RDS,Core,prod,157.95
2025-03-04,222222222222,S3,Web,prod,126.41
2025-03-04,333333333333,EC2,Web,prod,376.24
2025-03-04,333333333333,Lambda,Core,prod,33.64
2025-03-04,333333333333,Lambda,Data,staging,19.74
2025-03-04,333333333333,EC2,Core,prod,370.61
2025-03-04,333333333333,Lambda,Data,staging,15.5
2025-03-04,333333333333,EKS,Web,prod,152.84
2025-03-04,222222222222,Lambda,Data,prod,28.7
2025-03-04,222222222222,EKS,Core,staging,93.16
2025-03-04,333333333333,EKS,Data,prod,112.15
2025-03-05,111111111111,EKS,Data,prod,116.73
2025-03-05,111111111111,RDS,Web,prod,80.48
2025-03-05,333333333333,RDS,Web,dev,34.28
2025-03-05,222222222222,EKS,Core,staging,73.22
2025-03-05,333333333333,Lambda,Core,prod,30.93
2025-03-05,222222222222,EC2,Data,prod,409.52
2025-03-06,111111111111,EC2,Data,dev,73.14
2025-03-06,333333333333,EKS,Core,dev,19.13
2025-03-06,111111111111,RDS,Web,staging,68.29
2025-03-06,111111111111,S3,Data,dev,32.75
2025-03-06,222222222222,EKS,Data,prod,133.87
2025-03-06,111111111111,EKS,Web,prod,128.87
2025-03-06,111111111111,S3,Web,prod,95.26
2025-03-07,222222222222,EKS,Web,dev,60.09
2025-03-07,333333333333,EKS,Data,prod,119.6
2025-03-07,111111111111,EKS,Core,dev,54.2
2025-03-07,333333333333,RDS,Data,prod,90.26
2025-03-07,222222222222,EC2,Web,prod,352.08
2025-03-07,222222222222,Lambda,Data,prod,18.94
2025-03-08,222222222222,Lambda,Data,staging,4.66
2025-03-08,333333333333,Lambda,Core,prod,45.66
2025-03-08,111111111111,EKS,Data,staging,59.23
2025-03-08,222222222222,Lambda,Data,staging,16.54
2025-03-08,111111111111,Lambda,Web,prod,29.74
2025-03-08,111111111111,EC2,Core,prod,382.41
2025-03-08,222222222222,EKS,Web,prod,140.8
2025-03-08,333333333333,Lambda,Core,prod,18.07
2025-03-08,333333333333,RDS,Core,prod,91.48
2025-03-08,333333333333,RDS,Web,prod,162.73
